gndr,cntry,agea,stflife,lrscale,health,hlthhmp,alcfreq,cgtsmok,slprl,happy,edulvlb,ipsucesa,iprspota,impricha,ipshabta,ipcrtiva,ipudrsta,ipmodsta,iphlppla,hinctnta
2,AT,63,8,5,3,2,6,5,1,7,322,4,1,4,2,3,1,3,1,5
2,AT,16,6,88,1,3,3,6,1,6,212,2,3,2,2,2,2,3,2,88
2,AT,64,9,6,3,1,3,4,2,8,322,5,4,5,4,4,1,1,3,6
2,AT,61,9,5,2,3,7,6,2,9,322,3,5,4,4,3,1,3,1,77
2,AT,74,9,5,2,3,4,6,2,7,322,1,1,3,1,2,1,2,1,7
1,AT,69,8,4,2,3,2,6,1,8,520,3,2,3,2,2,2,2,2,4
2,AT,37,7,4,2,3,7,3,2,9,423,5,5,4,6,3,2,1,2,77
2,AT,41,8,8,4,3,3,6,3,7,423,1,4,4,1,2,5,1,1,7
2,AT,60,5,5,2,3,7,1,1,4,212,3,2,6,3,5,3,3,2,3
2,AT,77,9,77,3,2,7,6,2,8,322,5,4,6,5,3,1,1,1,77
1,AT,53,9,5,3,2,7,6,2,9,322,4,2,3,4,2,4,3,3,4
2,AT,53,7,88,3,3,6,1,2,7,322,6,2,5,5,6,3,3,3,4
1,AT,35,6,5,2,3,2,6,3,8,610,2,2,3,1,1,1,3,1,8
2,AT,66,7,5,3,1,4,4,3,7,322,5,2,3,4,4,2,3,4,7
1,AT,49,10,4,1,3,3,4,1,10,313,2,1,2,1,1,1,1,1,7
2,AT,18,7,88,1,3,7,6,2,7,212,2,3,3,2,2,2,3,2,88
1,AT,79,10,5,3,2,1,6,1,9,322,3,2,4,2,2,1,1,2,7
2,AT,34,10,88,1,3,5,2,1,10,322,4,2,3,3,3,4,4,2,5
2,AT,77,5,4,3,2,7,4,2,6,212,4,3,4,3,2,2,2,2,1
1,AT,47,9,5,2,3,3,6,1,9,322,3,1,3,1,1,1,4,2,7
2,AT,36,5,5,4,3,3,6,2,9,322,3,3,2,2,3,3,2,2,88
1,AT,22,8,4,1,3,3,6,1,8,322,2,4,3,4,3,3,5,3,77
2,AT,82,8,5,3,2,6,6,1,8,212,6,1,6,1,4,1,1,1,3
2,AT,57,9,4,2,3,3,3,2,9,322,3,3,6,5,3,2,4,3,9
2,AT,55,7,5,2,3,7,6,2,5,313,2,3,4,1,2,2,1,1,1
1,AT,74,8,6,3,3,5,1,1,9,610,2,1,4,2,2,1,3,1,9
1,AT,72,10,8,2,3,2,6,2,10,322,1,2,3,3,2,2,3,1,77
2,AT,79,9,5,2,3,6,6,2,9,212,1,1,6,2,4,1,1,1,2
2,AT,65,8,6,2,3,2,5,1,9,610,2,3,3,2,2,2,2,2,9
2,AT,37,9,5,1,3,6,1,1,9,322,3,2,4,2,2,2,2,2,4
2,AT,51,3,5,3,3,3,6,2,0,610,3,2,3,6,4,3,4,3,8
2,AT,53,8,5,3,3,4,6,1,7,423,1,1,4,1,2,1,2,1,7
1,AT,74,9,5,1,3,2,6,1,8,322,1,2,6,1,2,1,4,1,6
2,AT,81,6,88,4,2,7,6,2,4,322,6,2,5,5,5,2,2,5,77
2,AT,18,4,88,3,1,7,6,1,5,212,2,5,1,3,1,3,2,2,3
1,AT,66,6,5,4,1,7,4,2,7,212,6,3,6,6,6,2,2,2,2
2,AT,50,6,4,2,3,4,1,1,6,322,3,1,4,2,2,2,4,2,8
2,AT,81,8,5,3,2,4,6,2,6,212,6,5,6,5,4,3,2,4,3
1,AT,33,8,3,2,3,3,1,1,8,313,3,2,4,4,4,2,3,2,8
1,AT,75,7,4,3,3,7,4,3,6,322,4,3,4,3,4,2,2,1,3
1,AT,43,7,2,2,3,4,4,3,7,610,2,2,5,2,3,1,2,1,5
1,AT,51,7,6,2,3,1,1,2,8,322,3,2,4,2,3,4,3,2,77
2,AT,66,3,6,4,2,2,1,2,4,322,5,1,5,5,3,2,3,2,1
2,AT,56,5,5,2,2,6,6,1,5,322,4,3,4,4,6,2,4,1,3
1,AT,62,9,7,2,3,4,6,2,9,322,3,2,5,5,3,2,2,1,2
2,AT,17,8,3,1,3,4,6,1,8,322,3,2,4,2,1,1,4,1,3
2,AT,30,9,4,2,3,7,6,2,9,322,2,3,3,2,2,2,2,1,5
1,AT,60,8,5,2,3,6,2,1,8,800,3,3,4,5,2,1,1,1,5
1,AT,69,7,5,3,2,2,3,1,7,322,1,1,4,1,2,1,1,1,5
2,AT,77,9,5,2,3,4,6,1,8,322,4,4,5,3,3,3,4,2,5
2,AT,36,9,4,2,3,5,3,1,8,720,2,2,3,2,2,3,2,2,7
1,AT,64,8,4,1,3,1,1,1,9,322,3,1,4,4,2,2,4,1,3
2,AT,59,9,2,2,3,7,6,2,9,610,4,3,6,2,5,2,2,3,4
1,AT,44,8,4,2,3,7,3,2,8,212,88,88,88,88,88,88,88,88,5
2,AT,73,7,5,3,2,3,4,1,8,212,3,5,4,4,5,4,1,3,2
2,AT,86,7,3,3,1,2,6,4,5,212,6,1,6,6,1,4,1,1,2
2,AT,35,8,3,1,3,2,3,1,10,422,5,4,5,4,2,1,3,1,6
2,AT,39,8,7,2,2,4,1,3,7,322,2,1,4,2,3,1,3,1,9
2,AT,55,6,4,3,2,3,5,3,6,322,3,3,5,3,2,2,3,2,3
2,AT,73,10,0,2,2,7,5,1,10,322,1,1,5,1,1,1,1,1,2
2,AT,74,9,5,2,3,2,6,1,9,620,2,3,3,2,2,2,4,2,5
1,AT,40,10,1,1,3,2,1,1,9,322,2,1,4,1,1,2,4,1,3
1,AT,33,9,5,1,3,3,2,2,9,423,3,3,5,2,2,1,2,2,5
2,AT,39,7,4,2,3,3,6,2,8,322,88,88,88,88,88,88,88,88,6
2,AT,49,9,5,2,3,2,4,1,8,322,4,4,6,4,2,2,1,3,6
2,AT,39,5,1,1,3,7,5,1,6,620,1,5,3,1,1,1,3,1,10
1,AT,82,9,9,2,3,3,6,3,9,720,2,4,4,3,2,4,2,2,77
2,AT,43,8,5,2,3,4,4,1,8,422,1,1,4,1,1,1,2,1,7
2,AT,80,8,5,3,2,2,6,2,8,720,2,2,4,3,1,1,4,1,3
1,AT,49,7,3,1,3,6,1,1,7,322,4,2,4,2,3,3,1,3,4
1,AT,51,7,4,2,2,1,1,2,7,212,3,3,4,2,3,3,3,2,5
1,AT,70,5,7,2,3,4,4,2,5,322,4,1,5,4,4,1,2,3,3
1,AT,58,9,4,2,2,3,6,2,9,720,4,3,5,3,3,2,3,2,7
2,AT,63,9,4,1,3,4,6,1,9,423,2,3,3,2,2,2,4,1,7
2,AT,57,4,8,2,3,7,1,2,3,212,2,2,2,2,4,3,2,1,3
2,AT,68,9,6,1,2,3,1,1,8,322,5,2,5,4,1,1,1,1,2
2,AT,49,10,77,1,3,7,2,2,10,313,2,2,4,4,2,2,2,3,2
2,AT,67,8,5,3,2,6,6,1,7,322,4,1,5,2,4,2,4,2,5
1,AT,39,8,2,2,2,3,4,2,9,322,5,88,5,6,1,3,4,2,4
1,AT,15,9,88,1,3,6,6,1,7,212,1,1,6,1,2,1,1,2,88
2,AT,53,4,3,4,2,7,1,1,6,322,5,2,5,5,2,2,2,2,3
2,AT,64,5,3,3,3,5,3,2,6,720,3,2,4,3,2,2,4,2,6
1,AT,52,8,10,1,3,2,1,8,7,800,88,88,88,88,88,2,88,1,77
2,AT,37,5,2,3,3,3,1,2,5,212,2,3,3,3,3,1,2,1,3
2,AT,52,5,2,4,1,7,6,2,4,720,4,2,6,3,1,1,2,1,1
2,AT,65,7,4,2,3,3,6,2,7,610,3,3,4,3,2,1,3,1,6
2,AT,79,4,6,3,2,2,5,2,6,322,4,1,4,4,1,2,1,1,5
2,AT,63,8,5,2,3,4,5,1,8,212,2,3,4,3,3,2,2,2,6
2,AT,32,8,5,2,3,3,1,3,8,322,3,2,3,2,2,2,2,2,4
2,AT,30,8,4,1,3,3,2,1,9,423,1,1,2,1,1,2,4,4,7
1,AT,47,5,5,2,3,1,1,3,5,212,88,88,88,88,88,88,88,88,5
1,AT,49,8,5,2,3,4,5,1,7,322,1,1,3,1,1,1,1,1,7
2,AT,60,9,4,2,3,6,6,1,9,322,2,3,4,2,2,2,3,1,8
2,AT,33,10,88,1,3,7,6,1,9,322,3,3,3,1,1,1,3,1,5
2,AT,28,8,3,1,3,2,2,2,9,610,3,2,4,2,2,1,1,2,77
2,AT,50,7,4,2,3,3,5,2,8,313,5,2,5,3,2,3,3,2,4
2,AT,45,5,5,4,2,5,6,3,5,212,3,3,3,2,4,4,4,3,77
2,AT,69,6,5,3,2,4,6,1,7,422,6,3,5,3,3,3,5,4,6
2,AT,74,10,88,2,2,6,6,4,10,322,4,3,6,4,3,5,2,1,6
1,AT,78,7,5,3,2,7,4,1,7,212,4,2,4,4,4,3,3,3,4
1,AT,43,5,77,2,3,4,6,2,6,212,88,88,88,88,88,88,88,1,3
1,AT,80,8,7,2,3,1,6,2,8,313,2,3,3,2,2,1,1,2,10
1,AT,78,8,5,3,2,2,5,1,7,322,1,1,4,1,2,1,2,1,6
1,AT,64,9,77,2,3,2,5,1,8,322,5,3,5,4,3,3,2,2,77
2,AT,27,9,88,2,3,7,6,1,9,212,3,4,4,2,3,2,1,2,4
1,AT,60,7,4,2,3,3,3,2,7,720,4,4,5,3,2,3,5,2,10
2,AT,60,6,5,2,3,6,6,3,5,423,3,3,4,4,4,2,2,2,7
1,AT,41,8,5,2,3,2,4,1,8,322,1,1,3,1,1,1,2,1,8
1,AT,50,9,8,1,2,5,1,1,10,423,3,3,4,4,3,3,3,2,4
1,AT,59,8,5,2,2,4,6,1,8,322,1,2,3,2,2,3,3,2,5
1,AT,86,8,5,2,3,7,6,1,7,322,5,2,6,4,3,2,1,2,2
2,AT,54,7,2,3,2,6,2,1,8,322,5,1,4,2,3,1,2,1,2
1,AT,37,10,5,1,3,3,4,1,10,610,2,2,3,2,2,2,4,2,6
2,AT,51,9,5,2,3,3,1,2,9,422,3,3,3,3,3,2,3,2,8
1,AT,85,8,7,2,2,4,4,2,8,423,4,3,4,2,1,1,1,1,8
1,AT,75,8,5,1,3,1,4,1,8,423,2,6,6,1,3,1,2,3,3
2,AT,56,8,4,2,3,5,6,4,9,610,2,2,6,2,4,1,2,2,8
2,AT,82,9,5,2,3,7,6,1,9,212,5,2,6,1,2,1,2,2,2
1,AT,85,5,5,3,2,2,4,3,5,212,4,3,4,3,4,3,3,3,3
2,AT,19,7,2,1,3,3,5,1,7,313,3,4,4,2,2,2,4,1,88
1,AT,59,5,1,2,2,2,1,3,7,720,3,1,4,2,1,1,3,2,3
1,AT,53,3,77,3,2,1,1,3,3,212,88,88,3,88,88,88,88,3,2
2,AT,45,7,5,2,3,5,6,2,8,322,2,2,4,88,3,88,88,1,4
1,AT,22,9,4,1,3,4,6,1,9,313,1,4,3,3,1,2,2,1,8
1,AT,31,8,5,1,3,2,4,1,7,322,1,1,3,2,1,1,4,4,7
2,AT,49,8,5,2,3,4,4,1,8,423,1,1,2,1,1,1,2,1,8
2,AT,77,10,5,2,3,4,1,1,10,322,4,1,5,2,3,2,1,2,3
2,AT,41,10,5,1,3,4,6,3,10,322,4,3,4,4,3,3,4,3,5
2,AT,80,8,5,3,2,6,6,2,8,212,5,3,6,4,4,3,1,3,2
2,AT,64,8,5,2,3,1,4,1,8,212,3,3,4,4,4,2,2,2,5
2,AT,90,9,2,3,2,7,6,1,9,212,1,1,6,1,1,4,1,6,8
1,AT,70,10,0,1,3,1,2,1,10,212,6,6,6,6,1,6,1,3,6
1,AT,52,8,1,1,3,7,4,1,8,720,2,2,3,2,1,1,3,1,8
2,AT,68,8,5,2,2,3,5,2,9,610,5,4,6,1,2,1,4,3,77
1,AT,32,9,4,2,3,3,4,1,8,322,3,3,3,4,2,2,3,3,6
2,AT,59,8,8,3,2,2,1,2,8,322,3,2,4,3,1,2,5,3,5
1,AT,29,9,6,1,3,2,1,2,8,313,1,3,2,2,2,3,2,2,88
2,AT,85,8,5,3,2,6,6,2,8,212,5,4,6,5,6,3,2,3,3
1,AT,60,8,4,3,3,7,1,1,8,322,5,4,6,4,2,2,2,2,4
2,AT,51,9,5,1,3,2,4,1,9,322,3,3,4,3,2,3,3,2,9
2,AT,75,9,5,2,3,6,1,1,7,322,5,6,6,4,3,2,2,2,3
1,AT,56,9,7,2,2,2,4,3,9,322,2,3,2,3,4,2,2,4,9
2,AT,45,8,6,1,3,4,6,1,9,423,1,1,2,1,1,3,1,2,6
2,AT,88,8,4,3,2,2,6,2,7,423,2,4,4,4,2,1,2,3,6
1,AT,67,10,5,2,3,2,1,1,9,322,3,2,5,3,4,2,3,1,6
2,AT,33,7,88,1,3,3,4,1,7,212,4,4,3,3,3,3,5,4,77
1,AT,50,9,4,2,3,1,1,1,9,322,3,1,2,2,3,2,2,1,77
1,AT,55,9,1,3,2,1,1,2,8,322,4,3,5,3,2,1,2,1,3
1,CH,66,8,10,2,3,2,2,1,8,421,5,3,5,5,4,2,2,4,5
1,CH,30,8,5,1,3,3,6,2,8,710,3,2,5,5,3,2,2,2,7
1,CH,47,5,5,1,3,6,6,2,9,720,2,3,5,5,2,1,2,2,2
2,CH,17,6,5,1,3,7,6,2,9,213,1,3,4,1,3,2,1,1,88
2,CH,28,10,2,1,3,7,5,2,10,610,5,3,5,3,3,6,2,2,6
1,CH,44,8,6,2,3,3,6,2,8,322,3,4,5,4,3,2,2,3,6
2,CH,79,9,5,3,2,4,6,1,9,322,6,5,5,6,3,5,5,3,8
2,CH,34,9,3,2,3,3,4,1,9,322,5,2,5,3,2,2,4,3,7
2,CH,52,8,5,2,3,3,6,1,8,322,3,2,4,5,2,3,2,2,5
2,CH,70,10,5,1,3,4,6,1,8,312,1,1,5,4,1,1,1,1,4
1,CH,31,8,7,2,3,5,6,1,8,610,3,2,4,2,3,1,2,2,7
2,CH,50,3,5,2,3,4,3,2,5,322,3,1,3,6,1,1,1,1,4
2,CH,82,9,6,2,3,4,6,4,9,520,1,2,3,4,2,3,2,1,88
2,CH,44,8,6,2,3,2,6,1,7,620,4,3,5,4,3,2,3,3,10
1,CH,23,9,2,1,3,2,3,1,8,322,3,3,5,2,3,2,5,2,4
2,CH,64,10,5,2,3,3,2,1,9,322,4,4,4,3,3,2,1,1,1
1,CH,53,8,88,7,3,77,7,7,7,421,3,1,6,6,2,2,2,4,77
1,CH,27,8,7,2,3,4,1,1,8,322,5,4,5,5,2,3,2,2,3
1,CH,39,8,3,2,3,2,1,2,8,610,3,3,4,3,2,2,2,1,7
1,CH,27,7,5,1,3,2,1,3,8,322,3,4,4,3,1,2,2,2,3
2,CH,69,9,88,1,3,6,4,1,9,322,5,2,6,2,3,2,2,2,5
2,CH,24,6,3,1,3,5,4,3,7,322,2,1,5,1,1,1,2,1,1
1,CH,50,8,8,2,3,4,1,1,8,312,2,3,5,2,3,2,5,3,7
1,CH,59,8,8,2,3,4,4,1,8,322,2,2,5,5,2,2,2,2,8
1,CH,16,10,88,1,3,7,6,4,10,113,4,1,3,4,1,1,1,1,88
2,CH,54,8,5,3,2,5,6,1,9,423,3,5,4,4,1,1,4,1,8
2,CH,56,7,88,2,2,5,1,1,8,322,4,3,4,4,3,3,1,2,1
1,CH,63,8,5,2,3,4,6,1,8,520,3,2,4,2,3,4,2,3,77
2,CH,16,5,4,2,2,7,6,1,5,212,4,2,5,3,2,2,2,2,77
1,CH,56,9,5,1,3,2,4,2,9,322,4,3,5,5,1,3,2,3,4
1,CH,42,10,6,2,3,2,6,1,10,720,2,3,5,3,1,1,3,3,9
2,CH,81,5,6,2,2,5,6,2,7,421,2,2,5,4,2,2,3,2,5
2,CH,62,7,7,2,2,5,4,2,7,520,3,3,5,4,2,2,2,2,5
1,CH,73,8,2,2,3,4,5,1,8,710,2,2,5,2,3,2,5,2,6
1,CH,58,10,7,2,3,1,4,2,10,322,5,5,6,5,2,2,2,2,2
2,CH,31,10,0,2,3,7,6,3,10,520,5,6,5,5,3,3,3,2,9
1,CH,34,9,7,1,3,6,6,1,10,213,5,3,5,4,1,2,3,2,7
1,CH,15,8,8,2,3,7,6,3,8,113,2,4,5,3,2,2,1,2,7
2,CH,999,8,7,1,3,3,6,2,9,322,5,6,5,5,3,2,2,2,3
1,CH,59,8,5,2,3,2,6,2,10,322,5,1,6,6,2,2,1,2,7
1,CH,46,9,7,2,3,3,5,2,8,520,3,3,4,3,3,2,3,4,6
2,CH,79,8,77,3,3,1,5,1,10,212,2,2,6,1,1,2,2,1,4
2,CH,36,8,2,2,2,4,2,3,8,710,3,4,4,3,1,2,4,3,4
1,CH,38,8,7,1,3,3,6,2,8,720,2,4,3,3,3,2,3,2,9
2,CH,52,8,4,1,3,4,3,1,8,710,4,3,5,3,3,1,3,2,8
1,CH,49,10,2,1,3,7,6,2,10,322,1,2,5,4,2,1,2,2,8
1,CH,28,9,88,2,3,4,3,4,9,213,88,88,88,88,88,88,88,88,2
1,CH,25,9,2,1,3,6,6,1,8,620,5,5,6,4,3,2,2,1,8
2,CH,68,5,3,3,1,6,1,2,8,610,66,66,66,66,66,66,66,66,6
1,CH,19,8,6,2,2,6,6,3,9,610,5,1,5,4,2,1,2,2,8
2,CH,57,7,5,2,3,6,6,1,9,113,4,6,4,6,3,3,1,1,6
2,CH,53,10,88,1,3,1,1,1,10,213,5,3,5,3,2,5,5,5,4
2,CH,33,10,7,1,3,7,5,1,10,520,3,5,5,2,3,1,2,2,10
1,CH,63,8,3,2,3,3,4,2,8,322,3,3,5,4,2,2,4,3,4
2,CH,41,5,5,2,2,2,5,4,9,229,4,5,5,5,1,2,1,1,2
1,CH,39,8,7,2,3,2,2,2,8,520,3,2,4,4,1,1,3,2,8
2,CH,72,10,6,2,2,1,4,2,10,520,5,5,4,5,6,3,2,2,2
2,CH,65,10,7,2,3,4,6,2,10,720,5,1,5,2,1,2,1,1,77
2,CH,63,8,5,2,2,2,4,1,8,520,5,3,5,5,3,2,1,2,7
2,CH,62,8,3,2,2,3,1,3,9,322,2,2,5,4,1,1,1,1,6
1,CH,36,9,2,2,2,2,2,2,10,520,3,5,4,3,1,3,2,1,6
2,CH,40,7,3,2,3,3,4,2,7,312,5,5,5,5,3,2,2,3,8
2,CH,56,8,5,2,2,7,6,2,8,610,3,3,4,4,2,1,2,1,8
2,CH,27,9,4,1,3,4,6,2,9,322,3,1,5,2,4,1,3,1,10
2,CH,31,7,5,3,3,5,3,2,7,229,66,66,66,66,66,66,66,66,3
1,CH,17,9,88,2,3,7,6,1,7,313,2,2,2,2,2,2,2,2,88
1,CH,41,2,2,3,2,4,6,1,2,800,5,5,6,5,1,2,4,3,7
2,CH,52,5,88,4,2,5,6,3,8,322,2,3,4,2,1,3,3,1,10
2,CH,45,7,3,2,2,3,6,3,7,800,4,3,5,4,1,1,3,1,8
2,CH,33,9,5,3,2,4,1,2,9,520,2,2,2,2,2,2,3,2,77
1,CH,79,10,5,2,3,6,4,1,9,322,2,2,5,2,2,2,2,2,2
1,CH,85,10,5,1,3,3,6,2,10,212,5,5,6,5,2,2,3,3,2
1,CH,38,9,8,2,3,2,4,2,9,520,2,3,3,2,2,2,1,3,6
1,CH,71,9,7,2,3,6,6,1,7,322,3,3,2,3,4,2,2,3,1
2,CH,53,8,5,2,2,6,6,4,8,720,3,5,4,4,1,1,5,1,3
2,CH,44,6,5,1,3,6,6,1,7,520,5,3,6,3,4,3,2,3,1
2,CH,43,8,8,3,3,5,4,1,8,322,3,4,4,4,3,1,5,2,5
2,CH,17,9,3,2,3,6,6,2,8,213,3,3,4,3,2,2,5,2,8
2,CH,35,8,5,3,2,6,5,1,10,313,2,2,4,5,5,3,3,1,1
1,CH,52,10,5,2,2,2,1,2,10,322,3,1,5,2,2,2,1,1,77
1,CH,48,9,7,1,3,5,6,2,9,322,5,4,5,4,3,3,2,3,5
1,CH,60,10,4,2,3,3,4,2,10,322,3,4,5,4,2,2,2,3,5
1,CH,55,9,10,2,2,4,6,2,9,620,2,5,5,3,2,2,3,2,6
1,CH,55,9,5,1,3,4,6,1,9,421,3,2,4,2,3,3,2,2,5
1,CH,36,8,6,1,3,5,5,2,7,720,5,5,6,6,1,1,1,2,5
2,CH,84,10,5,2,2,1,5,1,10,313,3,2,6,5,1,1,3,1,3
1,CH,61,10,4,2,3,2,4,2,9,710,4,3,6,5,1,3,4,4,10
2,CH,31,10,7,1,3,5,3,2,10,610,2,4,3,2,2,2,3,2,10
1,CH,35,10,3,1,3,3,5,1,10,520,6,4,6,6,3,2,3,2,4
2,CH,23,10,7,1,3,5,6,2,10,322,5,2,5,2,5,2,4,1,88
1,CH,27,7,77,2,2,3,1,2,6,322,3,2,5,1,3,2,2,2,3
2,CH,21,8,4,2,3,7,6,1,9,322,2,2,4,1,4,4,5,3,9
2,CH,90,10,6,2,3,1,6,2,10,322,4,2,5,2,1,2,1,1,2
1,CH,30,7,3,2,3,2,2,2,7,610,2,3,3,2,1,2,4,2,8
1,CH,63,9,3,2,2,3,4,1,8,620,5,5,6,5,3,2,2,3,7
1,CH,50,9,7,1,3,3,6,3,8,720,5,5,4,3,2,2,4,2,6
1,CH,43,9,88,1,3,1,6,2,9,229,1,2,5,1,2,2,1,2,77
2,CH,36,9,3,1,3,2,2,2,8,312,2,3,5,2,4,2,1,4,10
1,CH,30,6,3,2,3,2,1,1,6,229,3,3,4,5,3,1,2,1,4
1,CH,78,9,5,2,3,2,6,1,8,212,5,1,6,4,4,2,1,1,4
1,CH,62,10,7,1,3,7,6,1,10,213,2,2,5,1,3,2,2,2,2
1,CH,43,7,5,1,3,3,3,2,7,620,3,4,4,3,1,2,4,3,4
1,CH,43,8,6,1,3,3,6,1,9,520,4,2,4,3,2,2,2,2,6
1,CH,44,8,6,2,3,4,6,1,8,520,4,2,5,3,5,2,2,1,6
2,CH,39,6,5,2,2,7,3,4,6,322,3,1,5,4,3,2,1,1,5
2,CH,35,7,3,2,2,5,3,4,7,610,2,1,4,1,3,1,4,3,77
1,CH,43,6,4,2,3,2,4,2,9,610,3,3,4,3,1,1,2,2,6
1,CH,47,10,7,1,3,4,6,1,10,720,3,1,5,1,1,3,2,2,8
2,CH,81,10,2,1,3,4,6,2,10,213,4,2,5,1,1,1,1,1,2
2,CH,78,10,8,1,3,2,4,1,10,312,5,2,5,5,4,3,2,5,10
1,CH,73,8,6,2,3,2,6,2,7,620,2,2,4,3,3,1,2,2,9
1,CH,22,10,5,1,3,7,6,1,10,213,5,2,2,4,3,4,3,1,9
1,CH,48,7,6,1,2,3,6,3,5,720,2,2,3,2,1,1,1,2,9
1,CH,31,7,6,1,3,5,4,1,8,322,2,4,4,1,5,2,3,1,4
1,CH,45,9,7,3,3,2,6,3,7,213,2,1,2,1,2,2,2,2,3
2,CH,51,8,6,2,2,7,1,1,5,213,3,1,4,6,1,3,1,1,3
2,CH,30,8,4,2,3,4,5,2,9,322,5,5,5,5,1,1,4,1,9
2,CH,83,8,3,3,2,1,4,2,8,520,3,3,6,3,2,2,2,2,2
1,CH,45,3,7,2,3,2,4,3,4,322,4,5,3,5,3,2,1,2,2
1,CH,29,9,7,1,3,4,5,1,9,710,2,2,5,4,3,2,2,1,5
1,CH,83,10,7,2,3,7,4,3,7,113,2,5,5,5,3,2,3,2,3
1,CH,51,8,9,3,2,3,7,2,8,610,1,1,2,1,1,3,4,1,9
1,CH,64,8,4,2,3,2,6,2,8,520,2,2,4,3,1,2,2,2,6
2,CH,60,10,8,1,3,3,5,1,10,421,5,3,6,6,1,2,2,3,77
2,CH,35,10,3,2,2,7,6,1,10,229,1,2,5,1,1,2,1,1,77
1,CH,90,10,10,1,3,2,6,1,9,322,2,1,3,1,1,2,3,2,4
1,CH,34,5,5,4,1,7,1,4,8,322,5,2,5,2,2,2,2,2,2
2,CH,43,8,3,2,3,6,4,2,8,520,5,3,5,5,1,2,3,1,8
1,CH,46,9,7,2,3,4,5,1,8,520,4,3,6,3,2,1,5,2,7
2,CH,35,7,2,2,3,3,3,2,7,610,5,77,6,5,1,2,3,1,3
1,CH,40,8,9,2,3,2,1,2,7,520,2,3,3,2,2,1,3,2,77
2,CH,52,8,5,2,3,3,6,1,8,322,4,1,5,1,5,1,5,1,10
2,CH,34,6,8,3,1,7,1,1,6,322,5,2,5,3,2,2,3,3,3
1,CH,30,10,1,1,3,3,5,1,9,710,3,2,5,4,2,3,1,2,9
1,CH,43,9,6,2,3,4,6,1,9,720,2,3,3,4,3,2,2,3,10
1,CH,53,9,5,1,3,2,6,1,10,710,3,5,6,6,3,2,3,2,9
1,CH,65,8,4,3,2,7,5,2,6,322,3,2,5,5,3,3,2,1,77
2,CH,16,4,2,3,3,4,6,3,4,113,2,3,2,3,3,2,4,2,88
1,CH,63,9,8,2,3,4,6,1,8,421,3,2,5,6,2,2,2,2,5
2,CH,29,10,7,1,3,2,4,1,10,620,1,3,3,1,4,2,2,2,77
1,CH,36,9,6,1,3,2,6,1,9,520,4,3,5,4,2,1,2,2,7
2,CH,35,8,4,1,3,3,6,2,8,710,2,4,4,1,1,2,3,2,6
2,CH,72,9,5,2,3,2,6,1,8,322,2,1,6,2,2,2,5,1,5
1,CH,24,9,8,1,3,6,1,1,7,520,2,5,2,5,2,1,3,2,4
1,CH,41,9,3,2,3,3,3,2,9,520,3,3,6,3,2,1,3,1,8
1,CH,42,9,77,2,3,3,6,1,10,422,2,2,5,2,2,1,2,2,77
1,CH,69,7,7,2,3,4,4,2,7,322,2,4,6,2,1,2,3,2,4
2,CH,64,8,5,1,2,2,1,1,9,322,6,3,5,6,2,2,1,3,77
2,CH,39,8,2,2,3,7,5,4,8,720,4,2,5,3,1,1,2,2,5
2,CH,34,9,4,2,2,6,4,3,8,322,2,2,3,4,2,3,2,2,6
2,CH,52,8,2,1,3,3,5,2,8,800,3,3,4,3,3,2,3,2,9
2,CH,56,8,8,3,3,2,4,4,8,322,5,1,6,3,1,1,2,1,1
2,CH,16,8,7,2,3,5,5,1,8,213,5,4,5,4,3,3,3,2,6
1,CH,44,10,2,3,3,6,3,2,10,229,4,2,5,4,1,3,2,1,3
2,CH,44,88,5,1,3,3,6,3,7,213,5,5,5,5,3,1,1,1,5
2,CH,48,8,88,1,3,2,4,1,8,421,5,3,4,5,3,1,2,1,6
1,CH,36,6,2,3,2,3,4,3,7,610,4,3,6,4,1,2,3,2,7
2,CH,54,8,88,3,1,6,6,1,10,229,5,5,5,5,1,3,1,5,2
2,CH,35,9,6,3,3,3,5,1,8,421,3,2,4,2,3,2,3,1,4
1,CH,31,8,3,1,3,2,3,1,8,620,2,2,4,2,1,2,3,88,7
2,CH,70,10,2,3,1,6,4,2,10,322,4,1,5,2,2,2,2,1,7
1,CH,48,8,5,3,3,2,4,1,8,710,5,3,6,6,1,1,2,2,10
2,CH,64,7,5,1,3,2,4,2,9,720,4,3,5,3,1,2,4,3,9
2,CH,22,9,4,1,3,3,6,1,10,313,3,1,4,3,2,2,3,1,88
1,CH,65,7,10,3,3,2,4,4,9,520,3,4,4,4,3,2,2,3,8
1,CH,48,2,4,2,2,6,4,1,7,322,3,4,5,2,3,2,2,2,1
2,CH,64,10,7,2,3,5,1,2,10,229,5,3,5,5,2,2,1,2,77
1,CH,18,10,5,2,3,7,6,4,10,213,2,4,3,2,1,1,1,1,10
2,CH,19,9,5,1,3,3,6,2,9,213,3,2,4,2,4,1,3,2,88
2,CH,38,9,88,2,3,6,6,2,10,213,4,4,5,2,2,4,5,2,5
2,CH,47,9,2,2,3,6,2,1,9,213,4,4,5,4,1,2,2,2,88
2,CH,17,8,88,1,3,7,6,2,9,213,2,1,4,1,2,2,2,1,88
2,CH,64,8,5,2,3,4,4,2,8,213,4,4,4,2,3,3,3,2,2
2,CH,82,8,3,2,2,4,6,3,3,720,4,4,5,3,5,2,5,3,77
2,CH,77,8,4,2,3,1,4,1,8,322,5,6,5,5,1,3,3,2,4
