gndr,cntry,agea,stflife,lrscale,health,hlthhmp,alcfreq,cgtsmok,slprl,happy,edulvlb,ipsucesa,iprspota,impricha,ipshabta,ipcrtiva,ipudrsta,ipmodsta,iphlppla,hinctnta
1,GB,80,10,6,2,3,2,5,2,10,620,4,77,4,5,1,2,4,2,10
2,GB,73,6,5,2,3,7,6,2,5,113,5,2,5,5,1,2,2,2,88
1,GB,20,5,88,3,2,6,5,3,4,113,5,4,4,5,3,1,2,3,88
2,GB,39,8,7,1,3,3,5,2,9,720,2,5,5,3,4,2,4,2,9
1,GB,76,8,6,3,2,2,4,2,6,212,3,3,4,2,2,2,2,2,3
2,GB,64,8,4,3,3,7,6,1,10,520,4,4,5,2,2,2,2,2,1
1,GB,86,7,4,2,3,1,6,1,7,720,88,88,88,88,88,88,88,88,6
1,GB,76,8,2,2,3,2,4,1,7,620,5,5,5,5,3,1,2,3,5
2,GB,65,7,6,1,3,2,6,3,7,321,4,4,5,5,3,3,4,2,2
2,GB,61,8,4,1,3,2,6,2,9,720,3,4,3,2,3,2,5,2,8
2,GB,35,7,2,2,3,7,6,2,6,213,4,4,6,3,3,4,4,3,77
2,GB,999,5,88,4,2,1,2,3,5,7777,3,2,5,4,2,1,4,2,77
1,GB,71,7,3,2,3,2,6,1,8,620,99,99,99,99,99,99,99,99,77
1,GB,67,6,7,3,3,7,4,1,7,620,3,4,5,4,2,2,3,2,5
1,GB,43,7,5,3,2,2,4,3,7,229,5,5,5,5,3,2,2,1,7
2,GB,22,6,1,2,3,2,3,2,8,323,2,4,3,1,2,1,3,3,9
1,GB,79,8,5,2,3,6,4,3,7,5555,4,5,4,4,1,4,4,4,3
2,GB,66,7,5,2,3,3,4,3,7,620,5,3,5,4,3,3,4,3,3
2,GB,33,6,5,2,3,6,6,1,7,113,88,88,88,88,88,88,88,88,1
2,GB,63,8,5,2,3,7,6,1,10,720,3,3,4,3,1,3,4,1,8
2,GB,25,5,88,2,3,7,6,1,8,212,3,3,4,4,3,4,3,2,3
2,GB,74,10,4,2,3,2,4,1,9,720,4,5,4,4,2,1,2,1,9
1,GB,79,7,4,3,3,7,4,1,8,113,5,5,5,4,5,4,2,2,88
1,GB,67,7,4,2,2,7,6,2,6,720,4,3,4,4,3,3,3,2,7
2,GB,72,10,3,2,3,2,4,1,8,720,4,2,6,5,3,2,2,1,77
2,GB,36,7,88,2,2,6,6,2,7,212,6,5,6,6,3,5,2,2,6
1,GB,49,9,6,1,3,1,4,1,9,620,3,4,3,4,1,3,3,1,10
2,GB,64,8,5,2,3,3,4,2,8,720,5,6,6,4,2,1,2,2,4
1,GB,53,8,5,3,2,6,4,1,8,720,5,5,6,5,2,2,2,2,6
2,GB,71,8,6,4,1,7,6,3,4,229,99,99,99,99,99,99,99,99,2
2,GB,61,9,5,2,2,3,4,2,9,520,3,4,3,4,1,1,3,1,8
2,GB,90,8,6,1,3,1,4,2,8,213,1,1,6,4,4,4,4,1,5
1,GB,75,6,5,2,3,3,6,3,8,113,4,3,4,2,2,3,2,2,77
2,GB,36,5,88,1,3,7,6,2,10,213,1,1,4,2,3,2,1,1,2
1,GB,64,9,8,1,3,2,5,2,9,620,3,3,6,3,1,2,3,2,8
1,GB,58,10,88,2,2,7,4,1,10,113,4,4,6,2,2,3,2,2,77
2,GB,54,9,5,2,3,2,6,2,9,423,2,2,3,2,1,3,3,1,10
1,GB,64,9,2,2,3,4,1,1,10,113,6,5,6,3,2,2,3,3,2
1,GB,27,10,88,1,3,4,6,2,10,520,2,4,4,1,3,2,1,1,6
2,GB,37,7,88,2,2,6,6,3,6,520,5,5,5,4,2,2,3,2,2
2,GB,41,6,88,3,2,3,6,2,10,213,99,99,99,99,99,99,99,99,88
1,GB,32,8,5,1,3,3,4,1,8,510,3,3,4,1,2,1,2,1,8
2,GB,48,7,3,2,3,1,6,2,9,720,2,4,4,4,2,2,1,1,8
1,GB,38,8,4,2,2,6,6,1,8,520,2,3,3,1,2,1,1,2,10
2,GB,71,1,4,3,2,3,4,3,8,113,5,5,6,5,2,1,1,1,10
2,GB,33,7,88,1,3,4,6,2,8,620,1,1,3,1,1,3,2,1,8
2,GB,66,10,2,3,2,7,1,3,0,113,2,2,3,2,2,3,3,2,88
1,GB,36,10,88,1,1,1,1,8,10,313,77,77,77,77,77,77,77,77,77
2,GB,25,7,5,3,3,2,6,1,7,620,2,2,2,1,1,3,3,1,77
1,GB,81,7,5,3,2,7,4,1,7,113,5,5,5,5,5,2,2,2,77
1,GB,79,5,6,3,1,2,6,2,5,423,2,4,3,3,3,2,2,3,77
2,GB,38,8,5,3,2,7,5,3,6,620,3,3,5,1,1,2,3,2,9
1,GB,40,8,88,2,3,7,6,7,8,113,2,3,2,2,5,3,4,3,8
1,GB,69,10,77,2,3,2,4,1,10,321,3,4,5,1,6,2,2,5,6
2,GB,21,7,4,2,3,3,3,1,7,313,2,3,4,2,2,2,3,2,4
1,GB,61,2,6,3,3,3,6,2,7,323,4,3,5,4,5,3,3,2,77
2,GB,36,5,4,3,2,3,4,3,5,620,1,1,4,1,1,1,1,2,10
1,GB,44,5,4,2,3,6,2,1,5,323,5,5,5,4,3,3,3,2,4
1,GB,48,6,88,2,2,3,4,1,7,720,2,2,2,2,2,2,3,2,2
1,GB,41,9,5,3,2,3,4,2,9,423,3,4,5,3,3,1,1,1,9
1,GB,37,8,2,2,3,2,6,3,9,720,99,99,99,99,99,99,99,99,77
1,GB,64,9,6,1,3,2,5,1,9,620,3,4,5,2,3,2,2,2,7
1,GB,33,9,5,1,1,3,6,2,8,620,2,3,2,3,2,2,2,1,9
1,GB,62,7,2,3,2,7,4,3,7,113,5,4,5,5,4,4,4,2,4
2,GB,50,6,4,2,3,2,4,1,7,620,3,3,4,2,3,3,5,2,77
1,GB,61,9,5,1,3,2,6,1,10,520,5,5,5,2,5,2,2,2,10
2,GB,41,8,5,3,2,4,4,3,10,620,4,4,2,5,3,2,3,1,2
1,GB,66,10,5,1,3,7,1,1,10,113,2,2,4,2,2,2,2,2,4
2,GB,20,10,77,2,3,7,6,1,10,620,2,2,2,2,2,2,2,2,88
2,GB,74,3,5,4,1,7,4,4,2,321,5,5,6,3,1,2,1,1,3
2,GB,57,8,3,2,3,5,6,1,8,212,5,3,4,5,2,2,2,1,3
2,GB,42,7,5,3,3,7,4,1,7,620,2,3,5,2,2,2,2,2,7
1,GB,78,2,5,5,1,7,6,4,5,5555,1,1,5,5,2,1,2,1,2
2,GB,66,10,8,3,2,7,6,1,10,113,99,99,99,99,99,99,99,99,88
2,GB,35,7,5,3,2,5,6,2,7,423,4,4,5,4,3,1,1,2,6
2,GB,81,5,5,3,1,5,4,3,6,213,5,3,5,4,2,2,2,2,77
2,GB,59,7,5,1,2,6,6,2,8,323,4,2,5,1,5,1,1,1,88
1,GB,27,7,5,1,3,3,6,2,7,222,2,2,4,4,2,2,2,2,7
2,GB,21,6,88,2,3,5,4,4,8,8888,2,4,3,2,2,3,1,1,10
1,GB,31,8,2,1,3,2,4,2,9,720,2,4,5,2,2,4,2,1,7
2,GB,33,6,88,2,3,5,4,1,6,212,5,5,5,5,4,4,3,3,1
2,GB,32,8,5,1,3,3,6,1,8,620,2,4,4,3,2,1,2,1,3
1,GB,60,3,5,1,3,1,6,2,4,520,2,5,5,2,5,2,2,1,10
2,GB,81,6,4,2,2,7,1,1,6,213,5,3,5,4,3,2,4,2,5
2,GB,72,8,3,1,2,1,6,4,7,800,2,3,6,6,6,2,2,2,9
2,GB,26,7,2,1,3,2,4,3,8,620,1,3,2,1,3,1,2,2,10
1,GB,999,6,3,2,3,5,6,1,8,7777,77,77,77,77,77,77,77,77,88
1,GB,75,5,5,3,2,2,4,2,7,113,4,3,5,4,3,3,3,4,3
2,GB,55,1,1,3,3,6,2,4,2,423,2,6,6,1,1,1,3,1,4
1,GB,73,9,7,1,3,7,6,1,9,720,1,5,5,1,1,1,1,2,10
2,GB,999,8,1,1,3,7,6,2,8,800,1,3,2,1,1,2,1,1,6
2,GB,54,8,3,2,3,6,6,2,8,620,2,2,5,2,3,1,1,1,10
2,GB,74,4,5,2,2,5,5,3,10,520,1,1,3,1,1,1,1,1,1
1,GB,49,77,77,3,3,7,6,8,6,113,77,77,77,77,77,77,77,77,77
1,GB,34,9,88,1,3,4,4,2,8,620,3,4,5,3,2,2,4,2,5
1,GB,30,6,2,4,2,4,4,1,7,313,4,5,5,4,3,3,2,2,5
2,GB,57,5,5,4,1,5,6,3,5,213,5,4,6,3,6,2,2,3,8
1,GB,53,5,88,2,3,2,1,1,5,520,4,1,5,1,1,1,1,1,10
2,GB,47,7,3,2,3,3,4,2,5,620,5,3,6,4,4,1,5,2,7
1,GB,75,8,2,2,3,1,5,1,9,800,3,5,5,2,1,2,2,2,4
2,GB,56,8,6,1,3,3,6,2,8,620,3,4,5,3,3,3,1,3,1
2,GB,49,5,5,1,3,6,1,3,4,520,2,2,5,2,1,2,1,1,8
1,GB,61,10,1,2,3,7,3,1,10,7777,1,1,4,1,4,2,1,2,77
2,GB,36,4,88,2,3,7,6,1,7,313,2,2,3,2,2,2,2,2,2
1,GB,32,10,88,3,1,7,6,4,10,222,1,1,1,1,1,1,1,1,2
1,GB,82,10,10,4,2,7,4,4,10,113,6,6,5,3,6,88,2,6,88
2,GB,80,7,4,3,1,6,6,1,8,520,2,3,3,1,1,3,4,2,5
1,GB,69,4,10,2,2,1,4,1,4,520,4,4,5,2,4,3,2,2,2
2,GB,32,8,5,1,3,6,6,1,8,423,1,2,3,1,1,1,1,1,3
2,GB,68,6,2,3,3,2,4,1,8,720,2,3,4,3,1,2,5,2,4
1,GB,36,4,2,1,3,5,6,2,7,620,99,99,99,99,99,99,99,99,77
1,GB,36,7,2,3,3,2,6,2,8,620,4,3,4,3,1,2,4,4,7
1,GB,60,8,3,2,3,3,6,1,8,321,4,3,5,5,3,3,3,2,77
1,GB,75,10,5,1,3,3,4,2,9,313,3,5,5,5,3,3,1,2,6
2,GB,72,8,5,2,3,3,4,3,7,323,4,5,5,5,2,2,2,2,1
1,GB,76,8,8,2,2,1,6,1,8,423,4,4,3,4,5,2,2,2,7
1,GB,68,9,7,2,3,2,5,2,9,720,2,4,2,3,4,2,4,2,10
1,GB,38,8,5,2,3,7,6,1,10,720,3,1,2,2,3,1,2,2,1
2,GB,48,3,88,3,3,6,6,1,2,212,3,2,2,4,6,2,2,1,2
1,GB,32,9,88,1,3,4,4,2,9,321,1,4,3,2,4,2,4,1,9
1,GB,72,4,2,2,3,3,6,4,6,113,5,4,6,4,4,2,3,4,1
2,GB,54,6,3,3,3,7,6,1,7,213,99,99,99,99,99,99,99,99,77
1,GB,53,8,88,2,3,7,6,4,9,313,1,1,4,2,4,1,1,2,77
1,GB,59,3,6,3,2,1,6,3,4,620,2,88,4,1,1,1,4,2,10
1,GB,36,10,5,1,3,4,6,3,10,313,5,5,3,5,1,1,3,2,10
1,GB,51,1,9,2,3,7,2,2,1,213,5,2,6,3,2,2,2,2,3
1,GB,39,6,1,1,3,7,6,2,8,720,3,1,2,3,1,2,1,1,88
2,GB,26,4,88,1,3,3,6,3,10,323,6,1,6,1,1,1,1,1,6
2,GB,59,8,2,2,3,2,5,2,8,800,5,5,5,5,4,3,2,2,8
2,GB,78,9,6,2,3,4,4,1,8,720,4,5,5,4,3,3,3,2,2
1,GB,54,7,6,2,3,4,6,2,7,321,5,2,5,5,4,3,2,2,77
2,GB,30,7,1,2,3,4,5,2,8,620,2,2,2,2,4,2,2,1,10
2,GB,54,1,5,4,1,7,4,4,4,313,5,3,5,5,4,5,3,1,1
2,GB,72,4,6,3,2,2,6,2,5,323,5,6,5,5,2,5,4,3,1
1,GB,56,9,7,2,3,2,6,2,9,213,4,3,4,4,2,2,3,3,10
2,GB,72,6,5,3,2,6,5,1,6,323,99,99,99,99,99,99,99,99,77
2,GB,33,3,0,4,1,3,2,3,2,510,6,2,5,4,2,1,1,1,3
2,GB,82,10,8,2,3,1,6,1,10,212,2,3,5,5,3,2,2,2,1
1,GB,79,7,4,3,3,3,4,1,7,113,4,2,5,5,5,4,3,2,77
2,GB,72,10,5,1,3,3,1,2,10,212,5,6,5,5,2,3,2,3,2
2,GB,47,9,3,2,3,4,6,2,9,720,5,3,6,3,4,3,2,2,7
2,GB,37,7,4,2,3,4,6,2,8,313,5,3,5,4,3,4,5,2,77
2,GB,60,8,3,2,3,4,6,2,8,520,1,1,4,2,1,1,1,1,77
2,GB,51,8,3,1,3,6,4,2,8,620,99,99,99,99,99,99,99,99,5
1,GB,39,5,5,2,3,7,4,2,8,212,2,2,1,2,1,3,3,3,5
2,GB,28,5,5,3,3,7,2,2,5,113,99,99,99,99,99,99,99,99,7
2,GB,86,9,5,2,3,7,4,1,9,113,5,4,5,5,4,4,4,4,88
1,GB,72,6,5,3,2,6,4,1,8,620,5,5,5,4,2,1,2,3,4
1,GB,47,7,4,3,3,5,5,2,7,720,4,4,6,5,6,5,2,3,10
1,GB,81,9,4,4,1,7,4,4,8,113,3,5,5,4,2,2,2,3,1
2,GB,44,0,88,4,1,6,1,4,0,229,6,6,6,6,4,1,1,1,4
1,GB,79,7,7,1,3,2,6,1,8,720,2,4,4,4,1,3,3,2,7
2,GB,19,7,4,2,3,3,6,2,8,620,2,2,1,3,2,2,2,2,3
2,GB,31,8,0,1,3,6,5,2,9,720,3,4,5,2,2,5,88,3,1
2,GB,74,7,5,2,2,6,2,3,7,212,5,5,6,6,1,2,1,1,2
2,GB,63,8,2,3,3,7,6,2,8,213,99,99,99,99,99,99,99,99,77
2,GB,71,8,6,3,2,7,6,2,8,520,5,5,6,4,2,2,4,3,1
2,GB,72,8,88,3,3,7,6,3,7,313,6,6,6,6,2,2,2,2,77
2,GB,58,8,5,1,3,6,6,2,9,620,6,1,5,3,1,2,3,1,1
2,GB,57,8,7,3,2,7,4,4,7,213,5,4,5,5,1,2,4,2,1
1,GB,22,6,2,2,2,3,6,2,6,520,4,4,4,3,3,1,3,2,2
1,GB,30,6,5,2,3,5,5,4,7,620,77,77,77,77,77,77,77,77,7
1,GB,999,8,4,2,3,7,6,2,8,520,2,2,2,4,1,4,4,2,77
1,GB,58,7,6,1,3,2,6,1,8,423,4,4,5,3,4,3,4,2,6
2,GB,40,8,5,2,3,6,5,3,8,213,2,3,3,2,2,2,2,2,4
2,GB,30,9,88,2,3,7,6,3,10,313,2,1,2,2,2,1,3,1,8
1,GB,65,7,3,4,1,5,4,1,10,520,5,5,5,5,3,2,2,2,2
2,GB,63,8,88,2,3,2,6,2,8,520,5,5,6,3,4,4,4,3,5
2,GB,22,10,5,2,3,7,6,1,10,222,2,2,1,2,2,4,1,2,2
1,GB,79,8,4,2,2,6,6,2,10,720,3,2,4,4,3,1,1,2,3
1,GB,77,8,7,3,2,7,4,1,10,113,4,3,3,3,3,3,4,3,3
1,GB,72,7,4,3,3,3,4,1,7,212,5,5,5,6,3,3,5,5,4
1,GB,38,3,88,3,3,2,1,2,3,113,88,88,88,88,88,88,88,88,1
2,GB,58,9,5,2,3,4,6,1,9,510,5,2,88,4,3,2,3,3,6
2,GB,46,8,6,1,3,5,4,3,8,323,5,3,5,5,2,1,2,2,5
2,GB,86,10,88,2,2,7,6,1,10,113,4,3,6,5,3,3,3,3,77
2,GB,45,7,3,4,1,7,6,2,8,620,3,4,4,3,2,2,3,2,5
2,GB,58,8,5,1,3,3,6,1,8,321,4,3,4,4,3,3,4,2,6
1,GB,999,8,6,2,3,1,1,4,7,620,77,77,77,77,77,77,77,77,77
2,GB,68,3,3,2,2,4,6,4,6,520,5,2,4,2,2,2,2,2,88
1,GB,68,10,5,2,3,7,6,1,10,720,99,99,99,99,99,99,99,99,10
1,GB,56,10,5,2,2,1,4,1,10,323,4,1,5,4,3,1,1,1,88
1,GB,52,8,5,2,2,5,2,2,8,323,6,5,6,5,1,1,2,2,5
1,GB,24,4,1,3,2,3,4,3,4,323,4,6,5,4,2,2,4,1,6
1,GB,78,10,5,2,3,7,6,2,8,313,99,99,99,99,99,99,99,99,10
1,GB,75,8,5,3,2,7,6,1,9,720,4,4,5,2,1,4,2,1,2
1,GB,36,7,3,1,3,3,6,2,8,800,2,3,5,3,3,1,3,2,10
1,GB,999,8,4,2,3,2,6,1,8,7777,2,1,77,6,5,4,1,1,77
2,GB,76,9,8,2,3,7,4,4,8,520,5,5,5,5,1,2,2,2,8
1,GB,31,7,2,3,2,7,6,2,8,313,4,5,3,4,4,3,3,2,1
1,GB,39,8,2,2,3,3,6,2,8,800,2,6,6,1,1,1,4,2,9
1,GB,72,6,0,3,2,6,4,3,5,113,2,3,5,2,2,3,3,1,5
1,GB,55,8,77,2,3,2,1,1,8,620,2,88,5,2,2,2,88,6,77
2,GB,57,5,7,2,1,4,5,3,5,620,3,2,4,2,1,2,1,1,1
1,GB,56,3,5,2,3,2,4,1,7,423,5,4,5,6,2,3,2,2,88
2,GB,61,5,2,2,3,2,4,2,7,720,4,2,4,2,3,2,2,2,8
2,GB,33,8,5,3,2,5,1,4,4,213,6,2,6,3,3,5,5,2,2
2,GB,63,10,5,4,1,2,5,4,8,321,6,1,6,6,1,2,1,1,77
2,GB,36,5,4,2,3,2,6,1,5,212,6,5,5,5,5,3,3,3,88
1,GB,60,6,5,3,2,2,6,2,7,323,5,5,4,4,4,4,2,4,3
1,GB,61,10,0,2,3,2,2,1,9,113,1,2,5,1,1,1,2,1,4
2,GB,25,7,88,2,3,4,6,2,8,113,5,4,6,4,6,3,3,2,88
2,GB,999,9,4,3,3,6,6,2,9,520,4,3,5,4,4,3,2,1,1
1,GB,75,7,5,3,3,2,4,2,6,113,4,5,4,5,2,3,3,2,7
2,GB,90,8,5,2,3,1,6,1,8,423,4,5,5,4,2,3,3,4,77
2,GB,74,8,5,1,3,2,6,1,7,520,5,5,6,5,2,2,2,3,4
2,GB,56,10,88,2,3,1,3,1,7,520,5,2,5,2,2,2,2,2,3
1,GB,49,5,7,1,3,4,6,1,7,620,2,2,2,2,5,5,2,5,77
1,GB,55,6,4,2,3,2,4,2,6,720,5,5,5,5,4,2,2,5,7
1,GB,45,5,3,3,1,7,1,2,4,620,4,3,4,4,3,3,3,3,1
2,GB,62,10,5,1,2,7,6,2,10,620,4,4,5,3,4,3,4,2,10
1,GB,38,10,7,2,3,2,6,1,10,520,3,2,5,3,2,4,2,2,10
1,GB,32,8,3,1,3,6,6,2,9,212,4,6,2,5,4,3,3,2,3
2,GB,20,6,88,2,3,6,1,2,7,213,2,2,4,3,3,4,3,3,88
2,GB,43,7,4,2,3,5,6,2,6,720,4,4,5,4,1,3,4,2,9
2,GB,60,8,88,2,1,4,6,1,8,323,5,5,6,6,1,1,2,1,3
2,GB,54,10,5,2,3,6,2,2,10,113,2,1,1,2,3,3,2,2,6
2,GB,32,7,0,2,3,5,2,4,7,323,2,4,1,3,1,1,2,1,2
1,GB,90,6,5,4,1,6,6,2,7,113,2,2,4,2,3,2,2,2,88
2,GB,41,4,6,2,3,7,1,2,8,720,2,2,2,2,1,2,2,2,9
1,GB,79,5,2,3,1,2,6,1,8,520,99,99,99,99,99,99,99,99,88
2,GB,999,6,5,2,3,7,6,7,8,720,77,77,77,77,77,77,77,77,77
1,GB,28,3,6,1,3,3,6,1,8,321,1,1,2,1,2,2,1,1,77
2,GB,30,9,88,1,3,3,6,1,10,720,1,2,3,1,1,2,2,2,10
2,GB,33,7,1,2,3,7,5,4,6,620,3,5,5,2,1,3,5,3,5
2,GB,999,6,88,3,1,3,3,1,7,212,6,2,4,1,1,1,2,1,7
2,GB,51,9,3,2,3,2,6,2,9,620,3,3,4,1,2,1,4,1,10
2,GB,36,8,5,1,3,3,3,1,8,323,3,2,2,3,2,2,2,2,77
1,GB,79,4,5,4,1,1,4,3,4,321,5,4,5,3,2,4,4,5,88
1,GB,36,7,1,2,3,4,5,4,9,113,2,1,5,1,1,1,2,1,8
2,GB,78,7,4,1,3,1,2,1,10,113,1,5,6,6,1,1,1,1,88
2,GB,63,3,1,2,3,2,5,4,4,5555,5,77,4,3,3,2,77,4,3
1,GB,32,8,3,2,3,3,6,1,9,620,3,4,88,3,5,2,2,2,77
1,GB,76,8,5,2,2,2,4,2,8,113,5,5,5,5,2,2,2,2,77
2,GB,68,10,5,2,3,6,6,2,9,113,4,2,5,1,3,1,1,2,5
2,GB,48,3,5,2,3,4,6,2,6,620,4,2,5,2,4,2,2,3,77
2,GB,46,5,5,3,2,7,2,2,2,720,4,3,6,4,6,3,5,3,77
2,GB,69,6,88,2,3,6,4,1,7,423,6,5,6,5,6,1,1,3,88
2,GB,54,8,3,3,2,2,6,2,9,620,4,2,5,5,1,1,2,2,7
2,GB,32,7,5,2,3,3,3,2,7,113,99,99,99,99,99,99,99,99,77
1,GB,80,7,9,3,2,1,4,2,7,321,3,1,5,2,2,3,3,2,5
1,GB,24,7,3,1,3,7,6,2,8,620,1,3,2,4,2,2,1,1,77
2,GB,38,6,5,2,3,2,2,2,7,313,99,99,99,99,99,99,99,99,2
1,GB,35,8,5,1,3,7,6,2,7,720,1,88,3,1,1,1,1,1,77
1,GB,37,8,8,2,3,7,6,4,8,520,2,2,4,2,3,2,2,2,8
2,GB,60,6,9,3,1,7,6,2,6,212,3,1,4,3,3,3,1,1,5
2,GB,59,8,88,2,3,4,1,1,5,8888,88,88,88,88,88,88,88,88,77
2,GB,78,7,3,1,3,6,6,1,7,222,2,2,5,3,3,2,1,1,1
2,GB,32,6,5,2,3,7,5,1,5,520,3,4,5,3,4,4,2,3,88
2,GB,32,8,5,2,3,6,6,4,6,423,3,5,6,6,2,3,3,2,2
2,GB,31,5,2,3,3,6,4,2,5,323,1,6,6,3,3,1,1,1,7
1,GB,82,8,1,2,2,1,6,1,10,113,99,99,99,99,99,99,99,99,77
1,GB,33,8,4,2,3,3,3,2,9,229,1,2,3,1,2,1,2,2,7
2,GB,55,3,5,4,2,7,5,1,5,520,3,3,3,5,1,2,2,1,1
2,GB,47,7,5,2,2,7,4,1,7,620,2,5,5,5,4,3,2,1,8
2,GB,37,9,5,2,3,6,6,3,9,720,2,2,5,2,4,1,3,2,10
2,GB,62,9,8,1,3,2,5,1,9,620,2,4,4,3,3,3,4,2,10
1,GB,40,8,3,1,3,3,3,1,8,520,5,5,1,5,1,1,4,3,1
2,GB,50,7,5,2,3,2,6,1,9,313,3,4,5,2,2,2,2,2,8
2,GB,38,9,2,1,3,2,4,1,9,423,1,5,3,2,1,1,2,1,10
1,GB,74,8,8,2,3,2,6,2,7,222,6,2,5,5,1,1,1,1,7
1,GB,25,7,6,2,3,7,6,1,7,620,2,3,4,3,3,1,2,2,9
1,GB,76,10,5,3,3,2,4,1,10,113,2,4,5,5,1,2,2,2,3
2,GB,69,5,5,4,1,2,4,4,5,113,1,5,1,4,5,5,6,1,77
1,GB,27,8,4,1,3,5,6,1,8,620,3,3,4,2,1,3,5,3,77
1,GB,68,9,6,1,3,2,6,1,9,323,4,2,1,3,6,5,2,2,6
1,GB,19,7,6,1,3,3,6,1,7,323,1,4,2,2,2,2,3,1,6
2,GB,35,10,3,2,2,7,4,3,10,520,3,4,4,4,1,3,4,3,2
2,GB,39,7,5,2,3,7,6,1,9,620,2,2,2,2,3,2,2,2,2
2,GB,31,8,7,1,3,4,6,2,7,323,3,2,4,2,2,3,5,2,3
2,GB,24,3,8,3,3,6,4,1,6,423,2,4,3,1,2,1,2,1,3
2,GB,25,6,3,3,3,4,5,2,7,720,1,1,2,1,3,1,5,1,10
1,GB,34,5,3,1,3,5,2,1,10,323,2,1,1,1,1,1,1,1,77
2,GB,90,8,9,5,1,7,6,1,8,212,5,3,5,5,5,2,2,2,77
1,GB,60,8,4,3,3,4,6,2,7,321,4,3,5,5,6,2,3,4,77
2,GB,53,10,10,1,3,5,4,1,10,323,1,1,5,1,1,1,1,1,77
2,GB,61,8,88,3,2,3,4,2,8,5555,4,4,5,4,3,2,4,3,2
1,GB,75,10,6,2,2,4,4,2,9,620,4,4,5,5,2,2,4,3,2
2,GB,18,7,3,2,2,4,6,2,7,313,2,3,2,1,2,2,4,1,88
2,GB,70,0,5,5,1,7,4,4,5,113,6,1,5,5,5,5,1,1,1
2,GB,52,7,2,1,3,5,6,1,7,720,5,5,5,3,1,2,5,3,3
1,GB,47,8,5,2,3,5,6,4,9,113,6,2,6,6,2,3,1,1,3
1,GB,30,10,8,1,3,5,4,2,10,620,4,5,3,4,1,1,3,2,10
1,GB,50,5,2,3,1,7,4,3,5,212,5,5,6,5,2,1,1,3,1
1,GB,56,4,2,4,1,3,6,3,6,720,5,4,6,3,1,2,1,1,9
1,GB,56,6,5,2,3,3,3,2,6,520,3,3,4,2,3,2,1,2,8
2,GB,59,8,5,3,1,3,6,1,8,321,5,4,6,5,5,1,1,2,77
1,GB,49,9,1,3,2,3,4,1,10,720,2,3,6,1,3,1,1,1,10
1,GB,22,7,5,1,3,3,6,2,8,313,1,2,1,2,2,2,2,2,10
2,GB,43,8,2,1,3,7,6,1,8,720,77,77,77,77,77,77,77,77,88
2,GB,66,3,5,4,1,7,6,3,2,222,99,99,99,99,99,99,99,99,77
1,GB,75,10,10,1,3,1,4,1,10,113,6,2,5,77,6,2,3,2,2
2,GB,37,7,5,3,3,5,4,4,7,620,2,2,5,2,1,2,5,2,7
1,GB,79,1,7,2,3,3,6,2,10,0,99,99,99,99,99,99,99,99,77
1,GB,65,9,5,3,2,3,2,2,8,212,5,4,6,6,3,3,4,3,2
2,GB,59,10,5,1,3,7,6,3,10,212,99,99,99,99,99,99,99,99,7
1,GB,37,8,5,1,3,2,2,3,9,212,2,3,3,2,2,2,3,1,7
1,GB,29,5,77,2,3,6,6,2,7,620,1,5,1,1,1,1,1,1,9
1,GB,60,6,3,3,1,6,4,4,6,212,5,6,6,6,5,5,2,3,1
1,GB,27,7,3,2,3,3,6,1,7,213,4,4,3,3,3,5,4,4,77
1,GB,44,7,5,2,3,3,6,1,7,213,5,5,5,4,5,3,2,2,88
2,GB,999,8,3,2,3,3,5,2,7,313,99,99,99,99,99,99,99,99,2
2,GB,83,5,88,2,3,6,1,2,6,113,4,4,6,6,4,6,6,3,88
2,GB,65,9,2,1,3,2,5,1,9,720,2,5,5,2,2,2,5,2,3
1,GB,50,8,7,2,3,3,6,1,8,313,2,3,3,2,1,2,5,2,8
2,GB,62,2,4,5,1,4,6,2,3,620,4,5,4,2,1,3,6,2,1
2,GB,38,8,4,3,3,4,3,1,8,620,6,6,4,6,2,2,1,3,10
1,GB,33,3,5,3,1,7,2,4,4,423,99,99,99,99,99,99,99,99,88
1,GB,67,2,7,2,3,4,4,3,2,620,4,4,3,2,3,3,2,3,2
2,GB,50,8,5,1,3,4,4,1,10,213,2,3,2,2,2,1,1,1,88
2,GB,57,6,3,3,2,6,1,3,7,212,5,4,5,5,5,3,4,2,77
2,GB,17,7,88,1,3,6,6,1,8,321,3,2,4,3,2,2,3,2,88
2,GB,64,8,88,2,2,2,6,2,10,520,4,6,4,2,3,1,2,1,5
2,GB,62,3,5,3,1,6,6,4,7,212,5,6,6,4,5,1,1,1,4
1,GB,41,7,5,2,3,3,6,1,7,620,4,5,5,4,3,3,3,3,77
1,GB,55,10,4,2,3,3,6,1,7,720,1,1,4,4,1,1,1,1,8
2,GB,73,5,7,3,3,6,6,2,5,213,77,77,5,77,2,1,1,1,2
2,GB,45,6,2,2,3,3,4,3,7,720,4,4,5,5,2,2,2,2,3
1,GB,29,6,1,1,3,7,4,2,8,620,3,5,4,3,2,1,2,2,8
2,GB,67,4,5,3,1,6,6,3,6,213,2,2,6,1,1,2,1,2,77
2,GB,24,6,1,2,3,3,5,3,7,620,1,2,2,1,2,3,1,2,88
1,GB,64,8,88,2,3,2,4,1,7,620,4,2,5,3,3,2,3,4,6
